State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
HIMACHAL PRADESH,ROAD TRANSPORT AND,540,CONSTRUCTION OF NEW 2 LANE WITH PAVED SHOULDER OF HAMIRPUR BYPASS (PACKAGE IVA) OF NH-88 (NEW NH-103,NHAI,N24002051,7/2022,10/2025,N.A.,10/2025,739.39,N.A.,739.39,268.67,41.33
HIMACHAL PRADESH,ROAD TRANSPORT AND,541,REHABILITATION AND UP- GRADATION OF EXISTING ROAD TO 2L PS FROM END OF HAMIRPUR BYPASS (NEAR CHILBAHA,NHAI,N24002052,2/2022,4/2025,N.A.,4/2025,1146.19,N.A.,1146.19,864.45,41.81
HIMACHAL PRADESH,URBAN DEVELOPMENT,542,CONSTRUCTION OF PERMANENT CAMPUS OF CENTRAL UNIVERSITY OF HIMACHAL PRADESH AT DEHRA AND JADRANGAL (D,CPWD,N28000154,4/2022,11/2024,N.A.,11/2024,512.34,N.A.,512.34,0,0
JAMMU AND KASHMIR,CIVIL AVIATION,543,JAMMU - CONSTRUCTION OF NEW CIVIL ENCLAVE,AAI,N04000107,7/2022,6/2026,N.A.,6/2026,861.37,N.A.,861.37,39.41,6
JAMMU AND KASHMIR,DEPARTMENT OF HIGHER EDUCATION,544,CONSTRUCTION OF PERMANENT CAMPUS OF IIM JAMMU (PHASE 1),CPWD EDUCATION,N28000130,3/2019,7/2022,Aug-24,8/2024,424.93,500.91,500.91,467.62,98
JAMMU AND KASHMIR,DEPARTMENT OF HIGHER EDUCATION,545,CONSTRUCTION OF PERMANENT CAMPUS IIT JAMMU (PHASE 1C),CPWD EDUCATION,N28000131,1/2018,4/2023,Jun-24,9/2024,676,1148.68,1144.68,64.75,94
JAMMU AND KASHMIR,HEALTH AND FAMILY WELFARE,546,"CONSTRUCTION OF AIIMS AT JAMMU VIJAYPUR, SAMBA JAMMU AND KASHMIR",CPWD FOR HEALTH,N21000029,3/2019,9/2023,Aug-24,8/2024,1404,1642,1642,1377.23,99.25
JAMMU AND KASHMIR,HEALTH AND FAMILY WELFARE,547,C/O AIIMS AT AWANTIPORA (KASHMIR) JAMMU AND KASHMIR,CPWD FOR HEALTH,N28000150,3/2019,9/2025,Jan-25,11/2025,1828,1577,1577,1045.92,53
JAMMU AND KASHMIR,PETROLEUM,548,SETTING UP A COMMON USER PETROLEUM TERMINAL AT JAMMU FOR RE-SITEMENT OF EXISTING DEPOTS OF PSU OMCS,BPCL,N16000500,4/2021,3/2025,N.A.,3/2025,676.89,N.A.,676.89,438.99,40
JAMMU AND KASHMIR,PETROLEUM,549,CGD PROJECT AT JAMMU DISTRICTS,IOCL,N16000527,3/2022,3/2032,N.A.,3/2032,538,N.A.,538,4.07,0.2
JAMMU AND KASHMIR,POWER,550,PAKAL DUL HYDRO ELECTRIC PROJECT (1000 MW),CVPPPL,N18000172,10/2014,4/2020,Jul-25,9/2026,8112.12,N.A.,8112.12,4635.41,54.97
JAMMU AND KASHMIR,POWER,551,KIRU HYDRO ELECTRIC PROJECT,CVPPPL,N18000278,3/2019,8/2024,N.A.,9/2026,4287.59,N.A.,4287.59,1682.19,38.67
JAMMU AND KASHMIR,POWER,552,RATLE HE PROJECT,NHPC,N18000324,2/2021,2/2026,N.A.,12/2026,5281.94,N.A.,5281.94,729.42,14.01
JAMMU AND KASHMIR,POWER,553,KWAR HE PROJECT,CVPPPL,N18000363,5/2022,11/2026,N.A.,12/2027,4526.12,N.A.,4526.12,694.47,11.71
JAMMU AND KASHMIR,RAILWAYS,554,"UDHAMPUR-SRINAGAR- BARAMULLA (NL),NR",NR,220100133,3/1995,11/2002,Nov-24,11/2024,2500,37012.26,41000,40093.21,99
JAMMU AND KASHMIR,ROAD TRANSPORT AND,555,FOUR LANING OF UDHAMBUR - RAMBAN SECTION OF NH-1A,NHAI,N24000488,12/2015,12/2018,Sep-24,9/2024,2136.97,2644,2644,2362.99,99.5
JAMMU AND KASHMIR,ROAD TRANSPORT AND,556,CONSTRUCTION OF STAND ALONE RING ROAD/ BYPASS AROUND JAMMU CITY IN THE STATE OF J AND K ON EPC MODE,NHAI,N24000717,12/2017,7/2021,Aug-24,8/2024,1471.75,1471.75,1903.98,1590.02,96.53
JAMMU AND KASHMIR,ROAD TRANSPORT AND,557,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF JAMMU- AKHNOOR ROAD SECTION OF NH-144A FROM GANESH VIHA,NHIDCL,N24000868,3/2018,7/2021,Aug-23,10/2024,253.44,N.A.,253.44,177.63,77.52
JAMMU AND KASHMIR,ROAD TRANSPORT AND,558,"CONSTRUCTION, OPERATION AND MAINTENANCE OF Z-MORH TUNNEL INCLUDING APPROACHES ON NH-01 SRINAGAR-SONA",NHIDCL,N24001253,12/2019,12/2023,N.A.,7/2024,2680.42,N.A.,2680.42,0,95.05
JAMMU AND KASHMIR,ROAD TRANSPORT AND,559,CONSTRUCTION OF (I) CONNECTING ROAD FROM Z- MORH TUNNEL TO ZOJILA TUNNEL AND (II) 14.150 KM LONG BI-D,NHIDCL,N24001256,8/2020,9/2026,N.A.,9/2026,6808.69,N.A.,6808.69,3013.84,49.92
JAMMU AND KASHMIR,ROAD TRANSPORT AND,560,UP-GRADATION TO 2-LANE WITH PAVED SHOULDER FROM KM 12.850 TO KM20.300 OF 7.450KM LENGTH ON GOHA-KHEL,NHIDCL,N24001264,7/2020,4/2022,Mar-24,12/2024,228.39,N.A.,228.39,61.78,84.17
JAMMU AND KASHMIR,ROAD TRANSPORT AND,561,UP-GRADATION TO 2-LANE WITH PAVED SHOULDER FROM KM 20.300 TO KM 29.030 OF 8.730 KM LENGTH ON GOHA-K,NHIDCL,N24001266,7/2020,4/2022,Nov-23,11/2024,210.79,N.A.,210.79,60.55,85.75
JAMMU AND KASHMIR,ROAD TRANSPORT AND,562,KHELLANI-KHANABAL PKG-1,NHIDCL,N24001323,3/2021,9/2022,Aug-23,9/2024,486.45,N.A.,486.45,115.47,93.69
JAMMU AND KASHMIR,ROAD TRANSPORT AND,563,KHELLANI-KHANABAL PKG-3,NHIDCL,N24001341,3/2021,12/2022,Jul-24,10/2024,398.51,N.A.,398.51,75.26,90.05
JAMMU AND KASHMIR,ROAD TRANSPORT AND,564,DONIPAWA TO ASHAJIPORA BYPASS PKG-7,NHIDCL,N24001342,3/2021,12/2022,N.A.,7/2024,260.4,N.A.,260.4,191.88,93.8
JAMMU AND KASHMIR,ROAD TRANSPORT AND,565,KHELLANI-KHANABAL PKG-2,NHIDCL,N24001394,7/2021,2/2023,N.A.,12/2025,512.43,N.A.,512.43,62.19,47.77
JAMMU AND KASHMIR,ROAD TRANSPORT AND,566,KHELLANI-KHANABAL PKG-4,NHIDCL,N24001395,7/2021,8/2023,Jul-24,12/2025,859.67,N.A.,859.67,133.59,31.29
JAMMU AND KASHMIR,ROAD TRANSPORT AND,567,KHELLANI-KHANABAL PKG-5,NHIDCL,N24001396,7/2021,2/2023,Jul-24,6/2025,497.09,N.A.,497.09,126.44,65.08
JAMMU AND KASHMIR,ROAD TRANSPORT AND,568,GOHA-KHELLANI PKG-3,NHIDCL,N24001397,2/2021,3/2023,Mar-24,11/2024,431.28,N.A.,431.28,270.61,81.65
JAMMU AND KASHMIR,ROAD TRANSPORT AND,569,BALANCE WORKS OF FOUR LANING FROM RAMBAN KM 151.00 TO BANIHAL KM 187.00 OF NH-1A (NOW NH-44) WITH VA,NHAI,N24001472,9/2021,12/2023,Jul-24,7/2024,811.19,N.A.,811.19,753.13,38
JAMMU AND KASHMIR,ROAD TRANSPORT AND,570,CONSTRUCTION OF FOUR LANE RINGROAD BYPASS SRINAGAR CITY,NHAI,N24001511,3/2021,2/2024,Aug-24,6/2025,2919.96,N.A.,2919.96,2056.49,52.8
JAMMU AND KASHMIR,ROAD TRANSPORT AND,571,FOUR LANING OF JAMMU- AKHNOOR PKG-1,NHIDCL,N24001543,7/2022,1/2025,N.A.,1/2025,245.34,N.A.,245.34,42.75,28.6
JAMMU AND KASHMIR,ROAD TRANSPORT AND,572,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XVI) EXISTING JAKH (VIJAYPUR)- KUNJWANI SECTION OF NH-4,NHAI,N24001550,9/2021,9/2024,Sep-25,9/2025,1821.72,1917.32,1917.32,698.31,51.63
JAMMU AND KASHMIR,ROAD TRANSPORT AND,573,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XIV) FROM JUNCTION WITH PATHANKOT-GURDASPUR ROAD (NH-5,NHAI,N24001551,10/2021,9/2024,Jul-25,7/2025,3044.02,3044.02,3044.02,1220.91,42.12
JAMMU AND KASHMIR,ROAD TRANSPORT AND,574,DELHI-AMRITSAR-KATRA EXPRESSWAY (PHASE-II PKG- XV) [JUNCTION WITH HIRANAGAR ROAD NEAR VILLAGE GURHA B,NHAI,N24001552,10/2021,9/2024,Jul-25,7/2025,2714.95,2714.95,2714.95,1447.45,61.05
JAMMU AND KASHMIR,ROAD TRANSPORT AND,575,CORRIDOR EFFICIENCY IMPROVEMENT INCLUDING REMOVAL OF BLACK SPOTS IN LAKHANPUR - SAMBA SECTION OF NH-,NHAI,N24001619,8/2022,6/2024,Jun-25,6/2025,200.05,200.05,208.92,93.03,37.5
JAMMU AND KASHMIR,ROAD TRANSPORT AND,576,CONSTRUCTION OF TUNNELS/VIADUCTS AT IDENTIFIED SLIDING/SLIP ZONES AT KM 130.550 TO KM.130.750; KM.,NHAI,N24001620,9/2021,10/2023,Dec-24,12/2024,442.14,N.A.,442.14,228.08,19.88
JAMMU AND KASHMIR,ROAD TRANSPORT AND,577,"4L OF KM.165.092 TO KM.171.855 (NORTH BOUND) AND FROM KM.166.895 TO KM.173.638 (SOUTH BOUND), EXCL.",NHAI,N24001621,7/2021,8/2024,Aug-24,8/2024,614.48,N.A.,614.48,132.57,7
JAMMU AND KASHMIR,ROAD TRANSPORT AND,578,4L TWIN TUBE TUNNEL INCLUDING APPROACHES FROM DIGDOL TO KHUNI NALLAH (NORTH BOUND CONNECTING WITH EX,NHAI,N24001622,7/2021,6/2024,Jun-25,6/2025,1401.87,N.A.,1401.87,430.06,0
JAMMU AND KASHMIR,ROAD TRANSPORT AND,579,BANIHAL BYPASS (DELINKED FROM SRINAGAR - BANIHAL) FROM KM. 187.00 TO KM. 189.350,NHAI,N24001623,1/2020,1/2024,Dec-24,12/2024,336.01,N.A.,336.01,163.15,34
JAMMU AND KASHMIR,ROAD TRANSPORT AND,580,CONSTRUCTION OF EMERGENCY LANDING FACILITY FROM KM. 246.60 TO KM. 249.70 ON SRINAGAR - BANIHAL SECTI,NHAI,N24001624,7/2019,10/2020,Apr-23,9/2024,157.05,N.A.,157.05,133.22,100
JAMMU AND KASHMIR,ROAD TRANSPORT AND,581,4L OF TWIN TUBE TUNNEL CONFIGURATION INCLUDING APPROACHES FROM MAROG TO DIGDOL (FROM KM.154.210 TO K,NHAI,N24001627,7/2021,2/2025,Feb-25,2/2025,1912.17,N.A.,1912.17,37.21,0
JAMMU AND KASHMIR,ROAD TRANSPORT AND,582,JAMMU - AKHNOOR SECTION OF NH 144A PKG-3B,NHIDCL,N24001833,7/2022,3/2025,N.A.,3/2025,198.28,N.A.,198.28,51.76,44.54
JAMMU AND KASHMIR,ROAD TRANSPORT AND,583,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 102 TO KM 13,BRO,N24001897,3/2021,7/2024,N.A.,7/2024,642.24,N.A.,642.24,423.6,82.27
JAMMU AND KASHMIR,ROAD TRANSPORT AND,584,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 30.000 TO K,BRO,N24001898,7/2020,11/2024,N.A.,11/2024,272.49,N.A.,272.49,163.15,76.97
JAMMU AND KASHMIR,ROAD TRANSPORT AND,585,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 134.95 TO KM,BRO,N24001899,2/2021,7/2024,N.A.,7/2024,395.25,N.A.,395.25,179.6,50.47
JAMMU AND KASHMIR,ROAD TRANSPORT AND,586,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM,BRO,N24001900,3/2020,8/2024,N.A.,8/2024,796.97,N.A.,796.97,432.4,73.01
JAMMU AND KASHMIR,ROAD TRANSPORT AND,587,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 64.535 TO K,BRO,N24001901,3/2020,9/2023,N.A.,9/2024,152.93,N.A.,152.93,98.08,75
JAMMU AND KASHMIR,ROAD TRANSPORT AND,588,CONSTRUCTION OF TWIN TUBE TUNNELS ON JAMMU KASHMIR RING ROAD (NH-244A) BETWEEN DESIGN CH. 50+600 TO,NHAI,N24001926,3/2023,6/2025,N.A.,6/2025,939.86,N.A.,939.86,184.12,31.09
JAMMU AND KASHMIR,ROAD TRANSPORT AND,589,"CONSTRUCTION OF 4 LANE WITH PAVED SHOULDER FROM (DESIGN CH. 14+200 TO 24+400), (DESIGN CH. 35+300 TO",BRO,N24001998,6/2022,8/2025,N.A.,8/2025,832.46,N.A.,823.46,252.09,17
JAMMU AND KASHMIR,ROAD TRANSPORT AND,590,2L NH-1 FROM KM 8.660 TO KM 33.775 (SUMBAL TO WAYUL) TO 4L DUAL CARRIAGEWAY NH STANDARD AS PART OF S,NHAI,N24002059,9/2022,6/2026,N.A.,6/2026,1183.6,N.A.,1183.6,105.96,1
JAMMU AND KASHMIR,ROAD TRANSPORT AND,591,DELHI AMRITSAR KATRA EXPRESSWAY (PHASE-II PKG XVIII) DEVELOPMENT AND UPGRADATION OF FOUR LANE ACCESS,NHAI,N24002060,3/2023,11/2025,N.A.,11/2025,1107,N.A.,1107,77.75,9.4
JAMMU AND KASHMIR,ROAD TRANSPORT AND,592,4/6L ACCESS CONTROL EXPRESSWAY FROM DESIGN CHAINAGE KM 515.000 TO 528.300 (KUNJWANI TO SIDHRA SECTIO,NHAI,N24002061,8/2022,6/2025,N.A.,6/2025,2474.47,N.A.,2675.93,705.62,16
JAMMU AND KASHMIR,ROAD TRANSPORT AND,593,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM DESIGN CHAINAGE KM 162.800 TO KM,BRO,N24002119,10/2022,1/2026,N.A.,1/2026,562.45,N.A.,562.45,17.26,4
JHARKHAND,COAL,594,CHURI BENTI UG (0.81 MTY),CCL,N06000083,8/2007,3/2011,N.A.,9/2024,163.51,N.A.,163.51,133.35,84.4
JHARKHAND,COAL,595,RAJRAPPA RCE OCP ( 3.0 MTY),CCL,N06000087,12/2009,3/2016,N.A.,3/2025,510.85,N.A.,510.85,488.31,74.5
JHARKHAND,COAL,596,KARMA OCP (1.0MTY),CCL,N06000088,6/2009,3/2014,N.A.,9/2024,162.46,N.A.,162.46,95.92,75
JHARKHAND,COAL,597,MURAIDIH UG TURN-KEY PROJECT,BCCL,N06000096,2/2011,4/2014,N.A.,1/2026,339.88,N.A.,339.88,151.19,70
JHARKHAND,COAL,598,MOONIDIH XV SEAM UG,BCCL,N06000098,8/2011,3/2019,N.A.,2/2026,1230.27,N.A.,1230.27,590.45,80
JHARKHAND,COAL,599,MADHUBAND NLW WASHERY,BCCL,N06000126,8/2010,5/2014,N.A.,11/2023,289.45,N.A.,302,299.73,100
JHARKHAND,COAL,600,HURA - C OC (3 MTY),ECL,N06000143,10/2015,3/2022,Mar-29,3/2029,359.69,859.41,859.41,330.16,52
JHARKHAND,COAL,601,CHITRA EAST (RCE) OCP,ECL,N06000169,8/2018,3/2024,Mar-26,3/2026,513.98,N.A.,513.98,180.87,51
JHARKHAND,COAL,602,TETARIAKHAR EXPANSION OCP,CCL,N06000186,11/2019,3/2023,N.A.,3/2025,243.52,N.A.,243.52,44.35,46.6
JHARKHAND,COAL,603,PACHWARA SOUTH COAL BLOCK,NLC,N06000193,7/2013,9/2028,N.A.,9/2028,2242.92,2242.9,2242.9,198.85,43
JHARKHAND,COAL,604,PATHERDIH 2.5 NLW COAL WASHERY,BCCL,N06000194,10/2015,4/2018,N.A.,6/2025,243,N.A.,334.27,113.87,40
JHARKHAND,COAL,605,REVISED PROJECT REPORT MAGADH EXPANSION OCP,CCL,N06000216,8/2020,3/2028,N.A.,3/2028,7254.37,N.A.,7254.37,1116.4,19
JHARKHAND,COAL,606,EXPANSION PROJECT AMRAPALI OCP,CCL,N06000217,8/2020,3/2028,N.A.,3/2028,5136.15,N.A.,5136.15,683.4,19
JHARKHAND,COAL,607,UCE OF EPR OF NORTH URIMARI OCP,CCL,N06000218,7/2021,3/2026,N.A.,3/2026,778.8,N.A.,778.8,683.05,75
JHARKHAND,COAL,608,KOTRE BASANTPUR PACHMO OCP,CCL,N06000237,8/2020,3/2032,N.A.,3/2032,861.06,625.4,625.4,362.06,38
JHARKHAND,COAL,609,CHANDRAGUPT OCP,CCL,N06000238,8/2020,3/2032,N.A.,3/2032,973.5,N.A.,973.5,7.95,12.4
JHARKHAND,COAL,610,SIRKA OCP,CCL,N06000239,5/2020,3/2025,N.A.,3/2025,222.82,N.A.,222.82,139.31,60
JHARKHAND,COAL,611,JHARKHAND LAIYO OCP,CCL,N06000240,8/2020,3/2031,N.A.,3/2031,764.57,N.A.,764.57,145.8,20
JHARKHAND,COAL,612,EPR TAPIN SOUTH OCP,CCL,N06000241,11/2020,3/2025,N.A.,3/2025,230.41,N.A.,230.41,18.14,18.3
JHARKHAND,COAL,613,EPR PUNDI OCP,CCL,N06000242,11/2020,3/2027,N.A.,3/2027,713.35,N.A.,713.35,236.57,39
JHARKHAND,COAL,614,EPR ROHINI KARKATA OCP,CCL,N06000243,1/2021,3/2028,N.A.,3/2028,1020.42,N.A.,1020.42,82.92,11.7
JHARKHAND,COAL,615,EXPANSION OF KONAR OCP,CCL,N06000245,1/2022,3/2032,N.A.,3/2032,799.34,N.A.,799.34,374.05,32
JHARKHAND,COAL,616,EXPANSION OF KARO OCP,CCL,N06000246,1/2022,3/2026,N.A.,3/2026,908.47,N.A.,908.47,145.14,17.2
JHARKHAND,COAL,617,EXPANSION OF ASHOK OCP,CCL,N06000247,5/2021,3/2028,N.A.,3/2028,2898.28,N.A.,2898.28,175.01,12.1
JHARKHAND,DEPARTMENT OF HIGHER EDUCATION,618,2000 BOYS HOSTEL(1000 DOUBLE BEDDED ROOM) AT ISM DHANBAD,CPWD EDUCATION,N28000067,9/2012,3/2016,N.A.,3/2016,171.86,N.A.,171.86,174.93,0
JHARKHAND,PETROLEUM,619,DEVELOPMENT PLAN OF CBM - BOKARO BLOCK,ONGC,N16000239,12/2015,3/2023,Mar-24,3/2025,823.27,1137.79,1137.79,1045.05,83.1
JHARKHAND,PETROLEUM,620,DEVELOPMENT OF JHARIA CBM BLOCK (PHASE-1),ONGC,N16000445,11/2019,1/2024,Mar-24,12/2024,431,N.A.,431,162.19,55.6
JHARKHAND,PETROLEUM,621,LAYING OF NATURAL GAS PIPELINE FROM HAZARIBAGH TO RANCHI,IOCL,N16000480,3/2023,2/2026,N.A.,2/2026,202.07,N.A.,202.07,45.05,32.3
JHARKHAND,PETROLEUM,622,CGD PROJECT IN BIHAR JHARKHAND,HPCL,N16000497,6/2022,6/2030,N.A.,6/2030,1377,N.A.,1377,169.11,15.9
JHARKHAND,POWER,623,NORTH KARANPURA STPP (3X660 MW),NTPC,N18000177,2/2014,6/2019,Oct-22,12/2024,16242.9,N.A.,17007,15361.62,85
JHARKHAND,POWER,624,PATRATU STPP-I (3X800MW),NTPC,N18000275,11/2017,3/2023,N.A.,11/2025,17112,N.A.,17112,13151.45,68
JHARKHAND,POWER,625,BADAM COAL MINING PROJECT,NTPC,N18000367,2/2019,10/2024,N.A.,10/2024,501.79,N.A.,501.79,40.35,0
JHARKHAND,POWER,626,KERANDARI COAL MINING PROJECT,NTPC,N18000370,9/2015,11/2019,N.A.,4/2023,1553,N.A.,2804,0,0
JHARKHAND,RAILWAYS,627,"KODERMA-TILAIYA (NL), ECR",ECR,220100305,4/2002,,N.A.,3/2025,459.91,1625.87,1700,1724.69,70
JHARKHAND,RAILWAYS,628,BONDAMUNDA RANCHI DOUBLING,SER,N22000396,3/2016,3/2021,N.A.,6/2026,1724.2,3029.04,3029.04,2100.56,77
JHARKHAND,RAILWAYS,629,LODHMA TO PISKA LINK LINE BY PASSING HATIA/RANCHI WITH Y CONNECTION (17.2 KM),SER,N22000508,4/2018,6/2022,N.A.,6/2026,428.65,N.A.,472.5,267.38,2
JHARKHAND,RAILWAYS,630,DOUBLING OF PRADHANKHUNTA JN - PATHERDIH BAZAR-BHOJUDIH,ECR,N22000529,11/2022,11/2027,N.A.,11/2027,202,349.22,349.22,5.26,0
JHARKHAND,RAILWAYS,631,KHARAGPUR-ADITYAPUR - 3RD LINE (132 KM),RVNL,N22000595,12/2015,3/2025,N.A.,6/2024,1116,N.A.,3270.07,2875.04,98
JHARKHAND,RAILWAYS,632,3RD LINE BETWEEN DHANBAD SONNAGAR,RVNL,N22000599,11/2016,3/2026,N.A.,3/2026,8975,N.A.,7906.38,4630.47,90
JHARKHAND,RAILWAYS,633,GARHWA ROAD - RAIL OVER RAIL,ECR,N22000610,3/2017,3/2024,N.A.,3/2025,262.71,N.A.,262.71,188.79,73
JHARKHAND,RAILWAYS,634,GOMOH - FLYOVER FOR DOWN TRAINS,ECR,N22000611,1/2018,12/2025,N.A.,12/2025,487.73,N.A.,487.73,265.39,16
JHARKHAND,ROAD TRANSPORT AND,635,FOUR LANING OF BARHI - KODERMA SECTION OF NH - 31,NHAI,N24000725,1/2018,11/2021,Aug-24,8/2024,273.46,N.A.,276.17,244.92,95
JHARKHAND,ROAD TRANSPORT AND,636,SIX LANING OF BIHAR - JHARKHAND BORDER (CHORDAHA) TO GORHAR SECTION,NHAI,N24000726,1/2018,11/2021,Jun-25,6/2025,1155.16,N.A.,950.49,629.74,69
JHARKHAND,ROAD TRANSPORT AND,637,4-LANING OF LOHA - WARANGA SECTION OF NH-361 FROM KM. 187.800 TO KM. 244.369 (DESIGN LENGTH 56.569 K,NHAI,N24000854,3/2018,3/2021,Dec-24,12/2024,1005.08,1073.1,1073.1,699.05,81
JHARKHAND,ROAD TRANSPORT AND,638,WIDENING TO 2 LANE WITH PAVED SHOULDERS AND GEOMETRIC IMPROVEMENT OF NH-114A FROM KM 141 TO KM 184 I,MoRTH,N24001216,12/2016,9/2021,Jun-24,6/2024,196,N.A.,196,163.97,90
JHARKHAND,ROAD TRANSPORT AND,639,HARIHARGANJ TO PARWA MODE SECTION FROM KM 23.284 TO KM 57.049 OF NH-98,NHAI,N24001589,9/2020,3/2024,Dec-24,12/2024,755.26,N.A.,1039,542.24,82.5
JHARKHAND,ROAD TRANSPORT AND,640,4L FROM KM 196.87 (SANKHA) TO KM 219.6 (KHAJURI) ON NH- 75 [REHLA / GARHWA BYPASS],NHAI,N24001590,9/2020,10/2023,Dec-24,12/2024,748.99,N.A.,903,801.11,99.98
JHARKHAND,ROAD TRANSPORT AND,641,ELEVATED CORRIDOR IN RANCHI CITY FROM KM 0.00 TO KM 3.260 OF NH-75 INCLUDING DOWN RAMP ON NH-23 FROM,NHAI,N24001594,2/2022,1/2025,N.A.,1/2025,534.73,N.A.,534.73,0,59.96
JHARKHAND,ROAD TRANSPORT AND,642,4L OF PALMA TO GUMLA SECTION OF NH23 FROM KM. 26.00 TO KM. 89.170 ON HAM MODE IN THE STATE OF JHARKH,NHAI,N24001595,8/2020,3/2024,N.A.,10/2024,1034,1699.48,1699.48,41.5,79.24
JHARKHAND,ROAD TRANSPORT AND,643,4L OF MIRZA CHAUKI TO FARKKA SECTION OF NH80 FROM KM 215.00 TO KM 260.00 ON HAM MODE IN THE STATE OF,NHAI,N24001596,11/2021,7/2023,N.A.,6/2024,1302.72,N.A.,1302.72,797.33,52.85
JHARKHAND,ROAD TRANSPORT AND,644,BALANCE WORK OF RANCHI- MAHULIA SECTION OF NH-33 FROM KM 113.730 (VIKAS) TO KM 140.000 (RAMPUR) (PKG-,NHAI,N24001597,1/2019,12/2020,Jul-24,7/2024,466.55,518,466.55,0,99.25
JHARKHAND,ROAD TRANSPORT AND,645,FOUR LANING WITH PAVED SHOULDER OF SECTION FROM KM 53.600 (GOLA ON NH-320) TO KM 81.446 (ORMANJHI ON,NHAI,N24001854,6/2023,6/2025,N.A.,6/2025,1214.93,1324.95,1324.95,594.54,32.13
JHARKHAND,ROAD TRANSPORT AND,646,WIDENING TO 2-LANE WITH PAVED SHOULDER FROM KM 0.00 TO 44.00 (KURU-GHAGHRA SECTION) OF NH-143A INCLU,MoRTH,N24001922,2/2020,8/2023,Jun-24,6/2024,153.01,N.A.,153.01,83.6,96.3
JHARKHAND,ROAD TRANSPORT AND,647,WIDENING AND STRENGTHENING OF EXISTING PAVEEMNT TO TWO LANE WITH PAVED SHOULDERS FROM KM 116.00 TO K,MoRTH,N24001923,1/2022,7/2024,N.A.,7/2024,315.21,N.A.,315.21,59.59,50
JHARKHAND,ROAD TRANSPORT AND,648,WIDENING AND STRENGTHENING TO TWO LANE WITH PAVED SHOULDER/TWO LANE+ PAVED SHOULDER WITH SERVICE ROA,MoRTH,N24001924,3/2022,8/2025,N.A.,8/2025,514.22,N.A.,514.22,0,0
JHARKHAND,ROAD TRANSPORT AND,649,WIDENING AND STRENGTHENING/RECONSTRUC TION TO TWO LANE WITH PAVED SHOULDER/ TWO LANE WITH PAVED SHOUL,MoRTH,N24001925,3/2022,8/2025,N.A.,8/2025,423.18,N.A.,423.18,0.11,0
JHARKHAND,ROAD TRANSPORT AND,650,FOUR LANING OF KHAJURI TO WYNDHAMGANJ FROM KM 219.600 TO KM 260.483 ON NH-75 PKG SEC-V ON HAM,NHAI,N24002053,4/2022,9/2025,N.A.,9/2025,1232,1343,1400,342.75,44.4
JHARKHAND,ROAD TRANSPORT AND,651,FOUR LANING OF BHOGU TO SANKHA FROM KM 147.450 TO KM 196.870 ON NH-75 PKG SEC- III,NHAI,N24002054,10/2022,11/2025,N.A.,11/2025,1390.77,1391,1600,163.6,49.72
JHARKHAND,ROAD TRANSPORT AND,652,FOUR LANING OF BASUKINATH- DEOGHAR SECTION OF NH-114A FROM KM 85.081 TO KM 130.240 UNDER NHDP PHASE-I,NHAI,N24002055,3/2023,12/2025,N.A.,12/2025,1444.94,N.A.,1444.94,0,0
JHARKHAND,ROAD TRANSPORT AND,653,BHARATMALA PARIYOJANA OF BOKARO JAINA MORE - GOLA SECTION OF NH-320 FROM KM. 21.110 TO KM. 53.600 IN,NHAI,N24002056,6/2020,6/2025,N.A.,6/2025,964.64,N.A.,964.64,362.33,21.97
JHARKHAND,ROAD TRANSPORT AND,654,FOUR LANING OF MEHGAMA HANSDIHA SECTION OF NH-33 FROM EXISTING KM 41.900 TO 93.000 IN THE STATE OF J,NHAI,N24002057,12/2022,5/2025,N.A.,5/2025,1443.77,N.A.,1443.77,0,0
JHARKHAND,STEEL,655,NEW SINTER PLANT AT BOKARO STEEL PLANT,SAIL,N12000095,3/2015,10/2017,Dec-21,8/2026,1034.01,N.A.,1034.01,871.37,51.72
JHARKHAND,STEEL,656,REVAMPING OF OLD SUB SYSTEM OF BLAST FURNACE 3 AT BOKARO STEEL PLANT,SAIL,N12000129,9/2023,7/2025,N.A.,7/2025,513.82,N.A.,513.82,66.26,30
