State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Progress (%)
UTTAR PRADESH,CIVIL AVIATION,1515,DEVELOPMENT OF AYODHYA AIRPORT PHASE-01,AAI,N04000094,3/2021,12/2022,Mar-25,3/2025,242.14,328.00,358.00,339.11,99.9
UTTAR PRADESH,CIVIL AVIATION,1516,"PRAYAGRAJ AIRPORT - CONSTRUCTION OF NEW TERMINAL BUILDING, SECOND LINK TAXI TRACK, APRON EXPANSION,",AAI,N04000102,5/2023,11/2024,Jun-25,6/2025,185.75,274.38,274.38,113.75,55
UTTAR PRADESH,CIVIL AVIATION,1517,AGRA: DEVELOPMENT OF NEW CIVIL ENCLAVE AT AGRA AIRPORT.,AAI,N04000113,6/2024,7/2026,N.A.,7/2026,579.00,N.A.,579.00,0.00,0
UTTAR PRADESH,CIVIL AVIATION,1518,"VARANASI: DEVELOPMENT OF LAL BAHADUR SHASTRI INTERNATIONAL AIRPORT, VARANASI.",AAI,N04000114,7/2024,7/2027,N.A.,7/2027,"2,869.65",N.A.,"2,869.65",7.54,1.6
UTTAR PRADESH,COAL,1519,NEYVELI UTTAR PRADESH POWER PROJECT LIMITED 1980 MW,NLC,N06000152,7/2016,11/2021,Jun-25,6/2025,"17,237.00","21,780.94","21,780.94","18,887.42",87.78
UTTAR PRADESH,COAL,1520,KHADIA EXPANSION OCP,NCL,N06000208,6/2021,3/2025,N.A.,3/2026,491.67,N.A.,491.67,49.85,5.49
UTTAR PRADESH,HOME AFFAIRS,1521,CONSTRUCTION OF 683 VARIOUS TYPE FAMILY QUARTERS AT GROUP CENTRE CRPF CHANDAULI,CPWD FOR MHA,N45000003,5/2019,1/2022,Mar-23,3/2023,199.31,N.A.,199.31,86.49,85
UTTAR PRADESH,PETROLEUM,1522,60 KTA POLYPROPYLENE PROJECT,GAIL,N16000429,3/2019,4/2024,Apr-24,3/2025,910.56,"1,299.02","1,299.02",853.40,92.2
UTTAR PRADESH,PETROLEUM,1523,AUGMENTATION OF FACILITIES AT MATHURA BITUMEN PLANT,IOCL,N16000505,4/2022,4/2025,Dec-26,12/2026,260.12,N.A.,260.12,0.97,18.5
UTTAR PRADESH,PETROLEUM,1524,GRASS-ROOT TERMINAL AT MIRZAPUR UTTAR PRADESH,IOCL,N16000506,9/2022,6/2026,N.A.,11/2026,980.45,N.A.,980.45,135.97,37.6
UTTAR PRADESH,PETROLEUM,1525,"CITY GAS DISTRIBUTION PROJECTS AT LAKHIMPUR KHERI , SITAPUR, BAHRAICH, SHRAVASTI,BALRAMPUR,",BPCL,N16000525,12/2022,6/2030,N.A.,6/2030,"16,654.00",N.A.,"16,654.00",303.61,4.6
UTTAR PRADESH,POWER,1526,KHURJA SUPER THERMAL POWER PROJECT,THDCIL,N18000272,3/2019,9/2023,N.A.,3/2025,"11,089.42",N.A.,"13,129.25","11,419.08",93
UTTAR PRADESH,POWER,1527,KALPI SOLAR POWER PROJECT,NHPC,N18000323,7/2020,3/2022,Mar-24,3/2024,314.64,N.A.,350.46,328.95,94
UTTAR PRADESH,POWER,1528,"SINGRAULI SUPER THERMAL POWER PROJECT, STAGE-III (2X800 MW)",NTPC,N18000382,3/2024,2/2030,N.A.,2/2030,"17,195.31",N.A.,"17,195.31",531.00,0
UTTAR PRADESH,RAILWAYS,1529,VARANASI-MODHOSINGH- ALLAHABAD DOUBLING,RVNL,N22000401,4/2015,3/2022,N.A.,12/2024,943.60,N.A.,"2,018.23","1,780.22",0
UTTAR PRADESH,RAILWAYS,1530,RAMNA - SINGRAULI DOUBLING,ECR,N22000417,8/2015,3/2020,N.A.,9/2024,"2,436.21","2,880.40","2,880.40","2,943.00",90
UTTAR PRADESH,RAILWAYS,1531,KARAILA ROAD - SHAKTINAGAR DOUBLING,ECR,N22000419,8/2015,3/2019,N.A.,8/2024,528.57,762.97,762.97,794.29,90
UTTAR PRADESH,RAILWAYS,1532,BURHWAL - GONDA - 3RD RUNNING LINE.,NER,N22000468,4/2016,,N.A.,9/2025,602.50,N.A.,"1,015.59",937.18,48
UTTAR PRADESH,RAILWAYS,1533,"SHAHGANJ-BHATNI-PHEPHNA- INDARA, MAU-SHAHGANJ (EXCL. MAU-INDARA) PATCH DOUBLING.",NER,N22000470,4/2016,12/2019,N.A.,2/2025,"1,177.96",N.A.,"2,000.00","1,976.93",80
UTTAR PRADESH,RAILWAYS,1534,JHANSI MANIKPUR AND KHAIRAR BHIMSEN DOUBLING,NCR,N22000495,3/2018,3/2023,Mar-27,3/2027,"4,329.53",N.A.,"4,329.53","1,291.69",32
UTTAR PRADESH,RAILWAYS,1535,JHANSI BINA DOUBLING,NCR,N22000496,9/2016,3/2021,Mar-27,3/2027,"2,001.00",N.A.,"2,001.00","1,677.56",85
UTTAR PRADESH,RAILWAYS,1536,MATHURA-JHANSI-3RD LINE (273.80 KM),RVNL,N22000501,6/2016,12/2023,N.A.,12/2024,"3,677.76",N.A.,"5,190.26","5,046.07",0
UTTAR PRADESH,RAILWAYS,1537,SURFACE TRIANGLE LINE BETWEEN BHADURA STATION AND NEW CROSSING STN KARMA DOUBLING,ECR,N22000525,10/2022,10/2027,N.A.,10/2027,199.96,N.A.,199.96,55.09,0
UTTAR PRADESH,RAILWAYS,1538,MUGHALSARAI - ALLAHABAD - 3RD LINE,NCR,N22000544,8/2019,12/2026,N.A.,12/2026,"2,390.00",N.A.,"2,390.00",83.10,55
UTTAR PRADESH,RAILWAYS,1539,ALIGARH-HARDUAGANJ FLYOVER (22 KM),NCR,N22000545,4/2020,6/2026,N.A.,6/2026,"1,456.89","1,244.13","1,456.89",0.00,8
UTTAR PRADESH,RAILWAYS,1540,LALITPUR - BIRARI WITH FLYOVER AT LALITPUR,NCR,N22000546,3/2017,12/2024,Jun-25,6/2025,260.00,356.00,356.00,150.28,50
UTTAR PRADESH,RAILWAYS,1541,ALIGARH-DAUD KHAN - 3RD LINE 6.9 KM AND CONSTRUCTION OF FLYOVER AT DAUD KHAN,NCR,N22000562,4/2019,12/2025,N.A.,12/2025,451.99,779.49,779.49,0.00,30
UTTAR PRADESH,RAILWAYS,1542,ALLAHABAD-BAMHRAULI - 4TH LINE (10 KM) WITH FLY-OVER AT SUBEDARGANJ,NCR,N22000563,4/2019,3/2026,N.A.,3/2026,494.11,N.A.,494.11,0.00,42
UTTAR PRADESH,RAILWAYS,1543,BHANDAI - FLYOVER FOR ETAWAH BOUND DOWN TRAINS,NCR,N22000564,4/2019,12/2025,N.A.,3/2026,187.21,N.A.,250.17,1.75,0
UTTAR PRADESH,RAILWAYS,1544,SAHJANWA - DOHRIGHAT,NER,N22000565,8/2019,3/2029,N.A.,6/2027,371.77,N.A.,"1,319.75",428.43,1
UTTAR PRADESH,RAILWAYS,1545,BAHRAICH - NANPARA - NEPALGANJ (56.15 KM),NER,N22000566,7/2020,12/2024,N.A.,6/2025,950.00,N.A.,341.66,157.46,18
UTTAR PRADESH,RAILWAYS,1546,BAHRAICH SRAVASTI BALRAMPUR (TULSIPUR),NER,N22000569,10/2018,10/2030,N.A.,12/2026,"1,600.00",N.A.,"4,939.78","1,006.24",5
UTTAR PRADESH,RAILWAYS,1547,JANGHAI PRATAPGARH AMETHI DOUBLING,NR,N22000583,11/2017,3/2025,N.A.,3/2025,701.98,N.A.,"1,100.00",0.00,0
UTTAR PRADESH,RAILWAYS,1548,BARABANKI-MALHAUR - 3RD & 4TH LINE (32.84 KM),NR,N22000590,1/2019,3/2025,N.A.,3/2025,323.85,N.A.,323.85,0.00,0
UTTAR PRADESH,RAILWAYS,1549,DOUBLING BETWEEN JAUNPUR JN-ZAFFARABAD (6.28 KM),NR,N22000591,3/2023,12/2026,N.A.,12/2026,177.33,N.A.,177.33,0.00,0
UTTAR PRADESH,RAILWAYS,1550,JANGHAI-PHAPHAMAU - DOUBLING WITH ELECTRIFICATION (46.79 KM),RVNL,N22000596,11/2018,3/2025,N.A.,3/2025,357.48,N.A.,409.38,362.09,0
UTTAR PRADESH,RAILWAYS,1551,BHATNI - AUNRIHAR WITH ELECTRIFICATION (125 KM) (EXCL INDARA - MAU (116.95 KM)),RVNL,N22000598,5/2018,3/2024,N.A.,2/2025,"1,177.96",N.A.,"2,529.46","1,636.33",0
UTTAR PRADESH,RAILWAYS,1552,MATHURA - VRINDAVAN (11 KM),NCR,N22000612,8/2022,6/2025,N.A.,6/2025,402.88,N.A.,402.88,0.00,0
UTTAR PRADESH,RAILWAYS,1553,DOMINGARH - GORAKHPUR - GORAKHPUR CANTT - KUSUMHI - 3RD RUNNING LINE (21.15 KM),NER,N22000613,11/2016,6/2024,N.A.,5/2025,186.85,N.A.,470.47,444.12,85
UTTAR PRADESH,ROAD TRANSPORT AND,1554,GARHMUKTESHWAR (KM. 83.200 OF NH-24) TO MEERUT (KM. 9.860 OF NH-235) INCLUDING CONNECTOR TO NH-119,NHAI,N24002073,10/2019,10/2023,N.A.,6/2024,"2,068.99","2,171.00","2,171.00",209.60,50.5
UTTAR PRADESH,ROAD TRANSPORT AND,1555,WIDENING OF RAEBARELI TO PRAYAGRAJ SECTION FROM KM. 82.650 TO KM. 161.450 OF NH-30 AND LINK ROAD FRO,NHAI,N24002085,11/2023,3/2025,N.A.,3/2025,"1,470.93",N.A.,"1,470.93",69.56,16.37
UTTAR PRADESH,ROAD TRANSPORT AND,1556,CONSTRUCTION OF FOUR LANE HIGHWAY FORM GHAZIPUR BALLIA UP BIHAR STATE BORDER (GREENFIELD) SECTION OF,NHAI,N24002086,10/2022,7/2025,N.A.,7/2025,"1,706.47",N.A.,"1,706.47",688.34,42.05
UTTAR PRADESH,ROAD TRANSPORT AND,1557,CONSTRUCTION OF FOUR LANE HIGHWAY FROM GHAZIPUR BALLIA UP BIHAR STATE BORDER (GREENFIELD) SECTION OF,NHAI,N24002087,10/2022,10/2025,N.A.,10/2025,"1,493.14",N.A.,"1,493.14",45.30,21
UTTAR PRADESH,ROAD TRANSPORT AND,1558,CONSTRUCTION OF FOUR LANE HIGHWAY FROM GHAZIPUR BALLIA UP BIHAR STATE BORDER (GREENFIELD) SECTION OF,NHAI,N24002088,10/2022,8/2025,N.A.,8/2025,"1,493.50",N.A.,"1,493.50",474.79,26.28
UTTAR PRADESH,ROAD TRANSPORT AND,1559,CONSTRUCTION OF FOUR LANE HIGHWAY FROM GHAZIPUR BALLIA UP BIHAR STATE BORDER GREENFIELD SECTION OF N,NHAI,N24002089,10/2022,6/2025,N.A.,6/2025,617.87,N.A.,617.88,95.37,40
UTTAR PRADESH,ROAD TRANSPORT AND,1560,CONSTRUCTION OF FOUR-LANE ?WESTERN SIDE SPUR OF RAMPUR-RUDRAPUR SECTION CONNECTING NH-24 TO NH-87 BY,NHAI,N24002090,3/2021,11/2024,Apr-25,4/2025,646.27,N.A.,646.27,45.15,21.53
UTTAR PRADESH,ROAD TRANSPORT AND,1561,"IMPROVEMENT , UP-GRADATION OF NH-734 SECTION OF MORADABAD - THAKURDWARA - KASHIPUR: ?PACKAGE-I: MORA",NHAI,N24002093,10/2022,9/2025,N.A.,9/2025,"1,841.92",N.A.,"1,841.92",252.41,30.7
UTTAR PRADESH,ROAD TRANSPORT AND,1562,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 4L PS FROM KM 123.650 TO 175.080, FROM START OF SHA",NHAI,N24002094,9/2022,11/2025,N.A.,11/2025,"1,212.26",N.A.,"1,212.26",296.47,17.13
UTTAR PRADESH,ROAD TRANSPORT AND,1563,FOUR LANING OF SONAULI GORAKHPUR SECTION OF NH 29E (NEW NH 24) FROM DESIGN CH. 0.000 TO DESIGN CH. 7,NHAI,N24002095,12/2021,3/2025,N.A.,3/2025,"2,555.50",N.A.,"2,555.50",770.48,38.05
UTTAR PRADESH,ROAD TRANSPORT AND,1564,CONSTRUCTION OF 4 LANE GREEN FIELD NORTHERN EAST SIDE GORAKHPUR BYPASS (26.616 KMS) STARTING FROM NH,NHAI,N24002096,2/2023,1/2026,N.A.,1/2026,"1,973.98",N.A.,"1,973.98",545.40,25.47
UTTAR PRADESH,ROAD TRANSPORT AND,1565,STRENGTHENING OF EXISTING 4L AYODHYA BYPASS SECTION FROM DESIGN KM.121.600 TO KM. 144.020 OF NH 28 (,NHAI,N24002097,2/2023,9/2025,N.A.,3/2025,526.45,N.A.,526.45,139.37,63.85
UTTAR PRADESH,ROAD TRANSPORT AND,1566,CONSTRUCTION OF RING ROAD AROUND KANPUR FROM KM.000 TO KM. 23.325 (CHACHENDI SACHENDI I TO MAHARAJPU,NHAI,N24002104,1/2023,6/2026,N.A.,6/2026,"1,754.00",N.A.,"1,754.00",232.91,16.8
UTTAR PRADESH,ROAD TRANSPORT AND,1567,CONSTRUCTION OF NEW 4 LANE PRAYAGRAJ SOUTHERN BYPASS (PHASE-I) FROM DESIGN KM 43+200 (AT MAHUWARI VI,NHAI,N24002105,8/2023,6/2026,N.A.,6/2026,"1,378.36",N.A.,739.00,122.30,16.52
UTTAR PRADESH,ROAD TRANSPORT AND,1568,CONSTRUCTION OF NEW 4 LANE PRAYAGRAJ SOUTHERN BYPASS FROM DESIGN KM 50.860 (NABABA URF NIBI KALA UPA,NHAI,N24002106,8/2023,3/2025,N.A.,3/2025,993.77,N.A.,349.48,204.36,73.8
UTTAR PRADESH,ROAD TRANSPORT AND,1569,CONSTRUCTION OF MARIAHU BYPASS WITH FOUR LANE PAVED SHOULDER CONFIGURATION (KM.53.540 TO KM.59.200),MoRTH,N24002115,3/2023,8/2025,N.A.,8/2025,438.24,362.39,438.24,169.48,16
UTTAR PRADESH,ROAD TRANSPORT AND,1570,REHABILITATION AND UPGRADATION FROM KM 51.600 TO KM 75.700 OF NH-321G (NUHKHAS TO ETAH SECTION) TO T,MoRTH,N24002116,1/2022,8/2025,N.A.,8/2025,343.54,N.A.,343.54,46.95,19
UTTAR PRADESH,ROAD TRANSPORT AND,1571,CONSTRUCTION OF JASRA BYPASS WITH FOUR LANE PAVED SHOULDER CONFIGURATION FROM KM. 379.670 ON NH-76 (,MoRTH,N24002120,2/2023,9/2025,N.A.,9/2025,274.06,N.A.,274.06,88.18,54
UTTAR PRADESH,ROAD TRANSPORT AND,1572,IMPROVEMENT AND UP- GRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM. 420.00,MoRTH,N24002121,1/2022,9/2025,N.A.,9/2025,509.65,N.A.,509.65,135.93,12
UTTAR PRADESH,ROAD TRANSPORT AND,1573,REHABILITATION AND UP- GRADATION FROM KM. 0.000 TO KM. 40.390 OF NH-730S (MAHARAJGANJ ? NICHLOUL ? TH,MoRTH,N24002134,3/2023,12/2025,N.A.,12/2025,809.25,N.A.,809.25,152.15,0
UTTAR PRADESH,ROAD TRANSPORT AND,1574,CONSTRUCTION OF FOUR LANE HIGHWAY WITH PAVED SHOULDER FROM KM.74.700 TO KM.112.950 OF NH-731A (I/C Y,MoRTH,N24002138,3/2022,6/2026,N.A.,6/2026,"1,141.67",N.A.,"1,141.67",217.88,11
UTTAR PRADESH,ROAD TRANSPORT AND,1575,CONSTRUCTION OF BALRAMPUR BYPASS WITH 2L FLEXIBLE PAVEMENT CONFIGURATION FROM KM.223.000 OF NH-330 T,MoRTH,N24002150,12/2022,2/2026,N.A.,2/2026,515.69,N.A.,515.69,120.12,0
UTTAR PRADESH,ROAD TRANSPORT AND,1576,WIDENING TO 4L RIGID PAVEMENT CONFIGURATION FROM KM 90.00 TO KM 100.800 OF NH-96 (KM 42.O TO KM 53.3,MoRTH,N24002199,12/2022,11/2026,N.A.,11/2026,309.63,N.A.,309.63,3.47,0
UTTAR PRADESH,ROAD TRANSPORT AND,1577,IMPROVEMENT AND UP- GRADATION TO TWO LANE WITH PAVED SHOULDER/FOUR LANE CONFIGURATION FROM EXISTING K,MoRTH,N24002201,1/2022,5/2027,N.A.,5/2027,974.19,N.A.,974.19,0.00,0
UTTAR PRADESH,ROAD TRANSPORT AND,1578,CONSTRUCTION OF RING ROAD FOR RAEBARELI CITY (PHASE -I) ON EASTERN SIDE OF NH 24B,MoRTH,N24000331,12/2019,4/2022,N.A.,12/2024,282.41,N.A.,319.96,271.17,83
UTTAR PRADESH,ROAD TRANSPORT AND,1579,4-LANNING OF VARANASI GORAKHPUR SECTION OF NH-29 FROM 148.00 208.300 KM [PACKAGE-IV],NHAI,N24000551,3/2016,4/2019,Dec-24,12/2024,"1,587.49","3,473.59","3,500.00","3,356.11",96.3
UTTAR PRADESH,ROAD TRANSPORT AND,1580,FOUR LANNING OF RAMPUR- KATHGODAM SECTION OF NH-87 FROM KM 0.000 (KM. 190.000 OF NH-24) TO KM 42.791,NHAI,N24000556,3/2016,4/2019,Jan-25,1/2025,899.00,"1,623.88","1,623.88","1,142.95",92.37
UTTAR PRADESH,ROAD TRANSPORT AND,1581,4-LANNING OF HARIDWAR- NAGINA SECTION OF NH 74 FROM (KM 204.300 OF NH 58) TO KM 73.00,NHAI,N24000564,3/2016,7/2020,Mar-25,3/2025,"1,408.00","1,659.12","1,659.12","1,218.53",81.22
UTTAR PRADESH,ROAD TRANSPORT AND,1582,CONSTRUCTION OF NH-24 EXTENSION 4-LANE BYPASS STARTING FROM BEHTA ROAD AND TERMINATING AT SITAPUR RO,NHAI,N24000796,3/2018,12/2021,Dec-23,7/2024,"1,117.84",N.A.,"1,203.92","1,198.22",99.76
UTTAR PRADESH,ROAD TRANSPORT AND,1583,SIX LANING OF HAPUR BYPASS TO MORADABAD SECTION INCLUDING HAPUR BYPASS FROM KM 50.000 (DESIGN CHAINA,NHAI,N24000798,3/2018,11/2021,N.A.,6/2025,"2,140.93",N.A.,"2,140.93","2,063.10",98.15
UTTAR PRADESH,ROAD TRANSPORT AND,1584,SIX LANING OF CHAKERI TO ALLAHABAD SECTION OF NH-2 FROM KM 483.687 TO KM 628.753 (DESIGN LENGTH ? 14,NHAI,N24001185,11/2017,7/2021,Dec-24,12/2024,"2,159.00","2,262.00","2,262.00","2,249.93",97.5
UTTAR PRADESH,ROAD TRANSPORT AND,1585,TWO / FOUR LANING OF RAEBARELI - JAGDISHPUR SECTION OF NH-330A FROM KM. 0.000 TO KM. 47.800 (DESIGN,NHAI,N24001306,10/2020,3/2023,N.A.,5/2024,724.60,N.A.,724.60,569.96,84.92
UTTAR PRADESH,ROAD TRANSPORT AND,1586,CONSTRUCTION OF 6 LANE BRIDGE ON GANGA ON NH-96 AND ITS APPROACHES IN PHAPHAMAU ALLAHABAD ON EPC MOD,MoRTH,N24001421,7/2018,2/2024,N.A.,8/2025,"1,948.25",N.A.,"1,948.25","1,001.52",70
UTTAR PRADESH,ROAD TRANSPORT AND,1587,CONSTRUCTION OF FOUR-LANE ELEVATED VIADUCT FROM KM.4+634 TO KM.6+345 ON NH- 24A INCLUDING RETAINING W,MoRTH,N24001424,3/2021,9/2023,N.A.,12/2024,185.09,269.81,269.81,261.90,96
UTTAR PRADESH,ROAD TRANSPORT AND,1588,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF RADHAITA TO PILIBHIT SECTION OF 46.130 KM,MoRTH,N24001456,4/2020,2/2024,N.A.,12/2024,199.39,212.96,199.39,167.77,97
UTTAR PRADESH,ROAD TRANSPORT AND,1589,REHABILITATION AND UPGRADATION TO 2 LANE WITH PS OF MIRANPUR KATRA TO RADHAITA SECTION OF NH-730C F,MoRTH,N24001457,4/2020,7/2024,N.A.,3/2025,172.50,169.56,172.50,95.74,61
UTTAR PRADESH,ROAD TRANSPORT AND,1590,2-LANE WITH PS OF BEWAR TO NEAR KARRI VILLAGE SECTION OF NH-92 FROM KM.0.00 TO 30.00 UNDER GNHCP,MoRTH,N24001461,4/2020,3/2024,N.A.,12/2024,236.47,N.A.,236.47,129.41,84
UTTAR PRADESH,ROAD TRANSPORT AND,1591,2-LANE WITH PS OF NEAR KARRI VILLAGE TO ETAWAH SECTION OF NH-92 FROM KM.30.000 TO 57.346 UNDER GNHCP,MoRTH,N24001462,4/2020,7/2024,N.A.,1/2025,211.09,N.A.,211.09,118.93,87
UTTAR PRADESH,ROAD TRANSPORT AND,1592,ALLAHGANJ TO MIRANPUR KATRA SECTION OF NH-730C FROM KM.52.770 TO 114.00,MoRTH,N24001463,4/2020,7/2024,N.A.,2/2024,294.84,309.99,294.84,293.39,100
UTTAR PRADESH,ROAD TRANSPORT AND,1593,PROJECTS- REHABILITATION AND UPGRADATION OF NH-731A FROM KM 0.00 TO KM.35.00,MoRTH,N24001464,3/2021,8/2023,N.A.,1/2025,264.86,N.A.,264.86,106.25,75
UTTAR PRADESH,ROAD TRANSPORT AND,1594,IMPROVEMENT AND UPGRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM 55.00 TO,MoRTH,N24001469,11/2021,5/2024,N.A.,3/2025,307.11,N.A.,307.11,177.96,75
UTTAR PRADESH,ROAD TRANSPORT AND,1595,R/U TO 2-LANE WITH PS OF BEWAR TO ALLAHGANJ SECTION OF NH-730C FROM KM.0.00 TO 52.770 UNDER GNHCP,MoRTH,N24001471,4/2020,11/2024,N.A.,3/2025,325.24,340.16,325.24,230.37,85
UTTAR PRADESH,ROAD TRANSPORT AND,1596,WIDENING AND UPGRADATION TO FOUR LANE CONFIGURATION FROM KM.34.900 (BHADOHI) TO KM.73.134 (JAUNPUR),MoRTH,N24001479,3/2021,5/2024,N.A.,6/2025,395.62,392.03,395.62,256.82,59
UTTAR PRADESH,ROAD TRANSPORT AND,1597,WIDENING AND STRENGTHENING FROM KM 0.00 TO KM 15.089 OF NH-334A (PURKAJI-LAKSAR-HARIDWAR ROAD) TO TW,MoRTH,N24001480,10/2021,4/2024,N.A.,12/2024,227.06,N.A.,227.06,119.19,90
UTTAR PRADESH,ROAD TRANSPORT AND,1598,6L ACCESS-CONTROLLED HIGHWAY FROM (GANESHPUR) TO(NEAR MOHAND) OF GANESHPUR ? DEHRADUN SECTION FROM K,NHAI,N24001523,3/2021,10/2023,Dec-24,12/2024,836.24,N.A.,836.24,782.44,98.63
UTTAR PRADESH,ROAD TRANSPORT AND,1599,6L OF ACCESS-CONTROLLED HIGHWAY FROM MOHAND TO DAAT KALI TUNNEL OF GANESHPUR ? DEHRADUN SECTION FROM,NHAI,N24001524,3/2021,10/2023,Dec-24,12/2024,990.28,N.A.,990.28,997.51,98.95
UTTAR PRADESH,ROAD TRANSPORT AND,1600,WIDENING AND STRENGTHENING OF SECTION FROM BHARTHANA CHOWK TO KODARKOOT (KM. 0.00 TO KM. 40.00) OF,MoRTH,N24001587,3/2020,9/2024,N.A.,1/2025,262.37,343.77,343.77,240.50,68
UTTAR PRADESH,ROAD TRANSPORT AND,1601,4L SPUR OF SHAMLI- MUZZAFARNAGAR CONNECTING NH-709AD (PANIPAT-SHAMLI- MUZAFFARNAGAR) AND NH-58 (MEERUT,NHAI,N24001726,1/2023,8/2024,N.A.,8/2024,391.26,N.A.,391.26,14.12,78.9
UTTAR PRADESH,ROAD TRANSPORT AND,1602,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 2/4L PS FROM KM 40.000 TO 88.750, START OF KHUTAR B",NHAI,N24001727,3/2022,2/2025,N.A.,2/2025,762.62,N.A.,762.62,424.23,70.95
UTTAR PRADESH,ROAD TRANSPORT AND,1603,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 4L PS FROM KM 175.080 TO 229.070, FROM END OF HARDO",NHAI,N24001728,12/2021,7/2025,N.A.,7/2025,"1,138.81",N.A.,"1,138.81",351.77,94.1
UTTAR PRADESH,ROAD TRANSPORT AND,1604,4L SPUR OF PANIPAT - SHAMLI CONNECTING NH-709AD (PANIPAT ? SHAMLI ? MUZAFFARNAGAR) AND NH-709A (KARN,NHAI,N24001729,8/2022,4/2024,N.A.,12/2024,326.79,N.A.,329.79,97.49,79.11
UTTAR PRADESH,ROAD TRANSPORT AND,1605,4L FROM GAJU VILLAGE AT KM 32.982 TO DEVINAGAR BYPASS (END) AT KM 208.000 OF NH 530B (PKG 1C),NHAI,N24001730,12/2021,1/2025,N.A.,1/2025,"1,384.79",N.A.,"1,384.79",657.94,97.98
UTTAR PRADESH,ROAD TRANSPORT AND,1606,6L GREENFIELD KANPUR - LUCKNOW (EXPRESSWAY) PKG II FROM KM. 28.500 TO KM. 73.744,NHAI,N24001731,12/2021,5/2025,May-25,5/2025,"2,470.64",N.A.,"2,335.00",534.88,69.8
UTTAR PRADESH,ROAD TRANSPORT AND,1607,"IMPROVEMENT AND UP- GRADATION OF EXISTING ROAD TO 4L PS FROM KM 229.070 TO 260.800, END OF HARDOI DIS",NHAI,N24001732,12/2021,10/2024,N.A.,4/2025,540.97,N.A.,540.97,212.00,68.47
UTTAR PRADESH,ROAD TRANSPORT AND,1608,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF JUNCTION OF EPE (VILL.- MAVIKALAN) TO VILL.-LOHADDA FROM K,NHAI,N24001733,3/2022,8/2024,N.A.,12/2024,"1,602.48",N.A.,"1,602.48",359.95,75.5
UTTAR PRADESH,ROAD TRANSPORT AND,1609,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- LOHADDA TO VILL-KARAUNDA MAHAJAN FROM KM. 27.000 TO KM.,NHAI,N24001734,3/2022,8/2024,N.A.,12/2024,"1,335.45",N.A.,"1,335.45",357.70,70.5
UTTAR PRADESH,ROAD TRANSPORT AND,1610,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- KHYAWARI TO VILL-LATIFPUR AT SAHARANPUR BYPASS FROM KM,NHAI,N24001735,3/2022,8/2024,N.A.,12/2024,"1,428.19",N.A.,"1,428.19",432.66,71
UTTAR PRADESH,ROAD TRANSPORT AND,1611,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- KARAUNDA MAHAJAN TO VILL- KHYAWARI FROM KM. 56.500 TO K,NHAI,N24001736,1/2022,8/2024,N.A.,12/2024,"1,159.96",N.A.,"1,159.96",510.48,98
UTTAR PRADESH,ROAD TRANSPORT AND,1612,"4LPS OF MUZAFFARNAGAR TO MIRANPUR SECTION OF NH- 709AD, PKG-III",NHAI,N24001737,11/2021,4/2024,N.A.,4/2024,923.15,N.A.,923.15,455.61,97.62
UTTAR PRADESH,ROAD TRANSPORT AND,1613,"2LPS OF BIJNOR TO KOTAWALI SECTION OF NH-709AD, PKG-IV",NHAI,N24001738,9/2021,10/2023,Dec-24,12/2024,300.79,N.A.,300.79,122.56,66.5
UTTAR PRADESH,ROAD TRANSPORT AND,1614,REHABILITATION and UPGRADATION FROM 2 LANE TO 4 LANE OF NH STRETCH UNDER BHARATMALA PARIYOJANA FOR U,NHAI,N24001739,10/2019,11/2023,Dec-24,12/2024,"1,779.83",N.A.,"2,200.00","1,056.00",99.46
UTTAR PRADESH,ROAD TRANSPORT AND,1615,"4L OF SHAMLI BYAPSS- SAHARANPUR FROM KM 92.2 TO KM 155.025 SECTION OF NH- 709B, PKG-II",NHAI,N24001744,5/2019,11/2022,N.A.,12/2024,779.17,N.A.,779.17,54.69,95.5
UTTAR PRADESH,ROAD TRANSPORT AND,1616,KANPUR LUCKNOW EXPRESSWAY PKG-1 CONSTRUCTION OF 6-LANE TO EIGHT LANE OF KANPUR LUCKNOW EXPRESSWAY (N,NHAI,N24001745,12/2021,7/2025,Jul-25,7/2025,"1,972.10",N.A.,"1,936.00",431.50,55.73
UTTAR PRADESH,ROAD TRANSPORT AND,1617,2-LANE EXISTING RAMPUR BYPASS OF RAMPUR TO BE DEVELOPED TO 4-LANE ON EPC MODE IN THE STATE OF UTTAR,NHAI,N24001746,3/2021,4/2024,Jan-25,1/2025,364.47,N.A.,364.47,138.71,70.3
