397,COMMERCIAL POLYMER FLOODING PROJECT IN BECHRAJI FIELD (ONGC) (N16000444),1/2022,11/2024,N.A.,{11/2024},621.40 | (N.A.) | {621.40},101.03,,,19.8,,
398,INSTALLATION OF NEW BITUMEN UNIT ALONG WITH ALLIED FACILITIES AT GUJARAT (IOCL) (N16000454),1/2022,9/2024,N.A.,{8/2025},328.00 | (N.A.) | {328.00},23.25,,,18.5,,
399,"RESTORATION OF GAS TERMINAL, PHASE-I (PART-A), HAZIRA PLANT (ONGC) (N16000477)",5/2022,2/2025,N.A.,{2/2025},249.43 | (N.A.) | {249.43},96.35,,,75.4,,
400,KALOL REDEVELOPMENT PROJECT (ONGC) (N16000481),8/2022,3/2027,N.A.,{3/2027},"1,487.41 | (N.A.) | {1,487.41}",720.56,,,50,,
401,CONSTRUCTION OF TWO PRODUCED WATER TREATMENT PLANTS (PWTP) AT BECHARAJI AND SOBHASAN INSTALLATION OF (ONGC) (N16000482),7/2021,7/2024,N.A.,{9/2024},320.20 | (N.A.) | {187.61},151.05,,,88.3,,
402,OLD PIPE LINE REPLACEMENT (OPRP) GROUP-A (ONGC) (N16000483),7/2021,7/2025,N.A.,{7/2025},173.03 | (N.A.) | {169.84},117.88,,,73.8,,
403,"REVAMPING OF SV STATIONS, GAS TERMINAL AND KRIBHCO TERMINAL (ONGC) (N16000514)",11/2022,8/2026,N.A.,{8/2026},837.34 | (N.A.) | {837.34},29.20,,,18.5,,
404,GUJARAT 200 MW (GUVNL TENDER) (NTPC) (N18000295),1/2021,7/2022,N.A.,{7/2022},842.27 | (N.A.) | {842.27},494.80,,,0,,
405,"150 MW SOLAR PV PROJECT IN GUJARAT (LIMBDI, MESANKA AND RADHANPUR) (NTPC) (N18000296)",5/2021,9/2022,N.A.,{9/2022},674.92 | (N.A.) | {674.92},457.90,,,0,,
406,Bagodara Solar Power Project (SJVN) (N18000297),5/2021,10/2022,N.A.,{3/2025},339.35 | (N.A.) | {339.35},330.05,,,72,,
407,DAYAPAR WIND ENERGY PROJECT 150MW (NTPC) (N18000319),11/2021,5/2023,N.A.,{6/2024},937.80 | (N.A.) | {937.80},690.34,,,0,,
408,DAYAPAR WIND ENERGY PROJECT 200MW (NTPC) (N18000345),7/2022,3/2025,N.A.,{3/2025},"1,316.02 | (N.A.) | {1,316.02}",207.34,,,0,,
409,KHAWDA 1255MW SOLAR PROJECT (KHAWDA SOLAR PARK) (NTPC) (N18000346),9/2022,9/2024,N.A.,{9/2024},"7,179.54 | (N.A.) | {7,179.54}",916.13,,,0,,
410,BHUJ SOLAR 300MW (TRANCHE-IV WIND SOLAR HYBRID) (NTPC) (N18000349),11/2022,3/2024,N.A.,{6/2024},"1,442.60 | (N.A.) | {1,442.60}",80.60,,,0,,
411,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK (PGCIL) (N18000357),3/2023,12/2024,N.A.,{2/2025},922.30 | (N.A.) | {922.30},191.77,,,25,,
412,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT (PGCIL) (N18000358),3/2023,3/2025,N.A.,{3/2025},815.12 | (N.A.) | {815.12},7.89,,,25,,
413,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK (PGCIL) (N18000359)",3/2023,12/2024,N.A.,{2/2025},966.79 | (N.A.) | {966.79},120.72,,,33,,
414,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA (PGCIL) (N18000360)",3/2023,3/2025,N.A.,{3/2025},"1,167.55 | (N.A.) | {1,167.55}",376.14,,,20,,
415,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA (PGCIL) (N18000361)",3/2023,3/2025,N.A.,{3/2025},"2,820.99 | (N.A.) | {2,820.99}",152.10,,,18,,
416,KHAVDA 1200MW (4X300MW) IN KHAVDA RE PARK (NTPC) (N18000365),6/2023,12/2024,N.A.,{12/2024},"6,283.81 | (N.A.) | {6,283.81}",383.77,,,0,,
417,DAYAPAR WIND- III (HYBRID TRANCHE- V) (NTPC) (N18000366),5/2023,1/2025,N.A.,{5/2025},"1,095.01 | (N.A.) | {1,095.01}",119.46,,,0,,
418,TS FOR EVACUATION OF POWER FROM POTENTIAL RE ZONE IN KHAVDA AREA OF GUJARAT UNDER PH-IV PART E3 (PGCIL) (N18000383),7/2023,7/2025,N.A.,{7/2025},334.00 | (N.A.) | {334.00},0.00,,,,,
419,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA (PGCIL) (N18000384),12/2023,12/2025,N.A.,{12/2025},"3,752.00 | (N.A.) | {3,752.00}",113.02,,,1,,
420,BHUJ-NALIYA(GC) WITH EXTENSION FROM NALIYA TO VAYOR (WR) (WR) (N22000123),4/2008,3/2012,Sep-26,{9/2026},"318.24 | (1,531.55) | {1,531.55}","1,103.50",,,83,,
421,MIYAGAM-KARJAN-DABHOI-SAMLAYA (GC) (WR) (N22000142),4/2011,(Oct-25) {10/2025},,,844.10 | (844.10) | {844.10},529.95,,,41,,
422,ANAND GODHRA DOUBLING PROJECT 79 KMS (WR) (N22000504),4/2017,3/2020,Dec-24,{12/2024},692.25 | (692.26) | {692.26},529.42,,,90,,
423,MEHSANA PALANPUR DOUBLING PROJECT 65.10 KMS (WR) (N22000505),4/2018,3/2024,N.A.,{12/2024},537.31 | (537.31) | {537.31},564.48,,,96,,
424,4TH LINE BETWEEN BAREJADI NANDEJ (GERATPUR)- SANAND (38.20 KM) (AHMEDABAD BYPASS). (WR) (N22000532),2/2023,3/2027,Feb-27,{2/2027},961.67 | (961.67) | {961.67},13.13,,,1,,
425,QUADRUPLING BETWEEN GANDHIDHAM - ADIPUR WITH Y CONNECTION AT ADIPUR FOR PROVIDING DIRECT ENTRY TOWAR (WR) (N22000533),2/2023,12/2025,Oct-25,{10/2025},152.44 | (152.44) | {152.44},14.51,,,3,,
426,MEHSANA-PALANPUR (65.1 KM) (WR) (N22000534),9/2020,9/2026,Sep-24,{9/2024},529.30 | (N.A.) | {537.31},268.08,,,94,,
427,RAJKOT-KANALUS (111.20 KM) (WR) (N22000535),10/2021,10/2026,Jun-25,{6/2025},"1,011.72 | (1,080.58) | {1,080.58}",671.97,,,56,,
428,HIMMATNAGAR-KHEDBRAHMA (54.83 KM) (WR) (N22000537),6/2022,2/2030,Feb-25,{2/2025},354.99 | (482.42) | {482.42},314.62,,,47,,
429,PETLAD-BHADRAN (22.5 KM) (WR) (N22000538),5/2022,5/2030,N.A.,{12/2025},202.50 | (307.12) | {307.12},41.68,,,4,,
430,NADIAD-PETLAD (37.26 KM) (WR) (N22000539),5/2022,6/2030,N.A.,{12/2025},335.34 | (461.91) | {461.91},45.04,,,5,,
431,SAMLAYA-TIMBA ROAD (53.53 KM) (WR) (N22000540),2/2023,3/2030,N.A.,{10/2025},401.48 | (670.17) | {670.17},68.98,,,7,,
432,SAMNI-JAMBUSAR (24.08 KM) (WR) (N22000541),5/2022,3/2030,Apr-25,{4/2025},216.72 | (349.93) | {349.93},60.45,,,12,,
433,VIJAPUR-AMBLIYASAN (41.53 KM) (WR) (N22000547),5/2022,3/2030,Feb-25,{2/2025},309.81 | (415.38) | {415.38},261.99,,,65,,
434,ADRAJ MOTI-VIAJAPUR (39.75 KM) (WR) (N22000548),5/2022,5/2030,N.A.,{5/2030},296.54 | (N.A.) | {296.54},0.00,,,0,,
435,KALOL-KADI-KATOSAN ROAD (37.23 KM) (WR) (N22000549),6/2022,6/2027,Sep-24,{9/2024},279.23 | (346.94) | {346.94},293.48,,,89,,
436,NEW BG LINE BETWEEN NALIYA- JAKHAU PORT (WR) (N22000550),2/2023,1/2028,Sep-26,{9/2026},410.46 | (410.46) | {410.46},15.88,,,2,,
437,NEW BG LINE INTERSECTION (5 NOS) BETWEEN GERATPUR-SANAND & BOTAD-AHMEDABAD (16.51 KM) (PB#29/NR/202 (WR) (N22000551),10/2022,10/2027,N.A.,{10/2027},437.21 | (N.A.) | {437.21},0.00,,,0,,
438,TARANGA HILL ABU ROAD VIA AMBAJI NEW LINE (NWR) (N22000592),7/2022,7/2030,N.A.,{12/2026},"1,695.82 | (N.A.) | {2,798.16}",642.63,,,8,,
439,JUNAGARH -VISAVADAR (42.28) KM (RVNL) (N22000600),6/2022,12/2026,N.A.,{12/2026},492.83 | (N.A.) | {492.83},0.00,,,0,,
440,MODASA- SHAMLAJI NEW LINE ( MM OF AHMEDABAD-HIMMATNAGAR-UDAIPUR (299.2 KM)) (WR) (N22000622),9/2012,3/2027,Mar-26,{3/2026},261.68 | (261.68) | {261.68},260.75,,,35,,
441,NATHDWARA-NEW NATHDWARA NEW LINE ( MM OF AJMER-CHITTAURGARH- UDAIPUR) (WR) (N22000623),6/2013,6/2025,N.A.,{6/2025},166.33 | (N.A.) | {166.33},53.74,,,5,,
442,CONSTRUCTION OF ROB WITH APPROACHES IN LIEU OF L C NO 165 OF AHMEDABAD PALANPUR BETWEEN RAILWAY STAT (MoRTH) (N24001427),6/2020,4/2023,Sep-24,{9/2024},166.21 | (N.A.) | {166.21},98.65,,,93,,
443,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF SARDAR PATEL RING ROAD TO SINDHREJ VILLAGE (CH. 0 (NHAI) (N24001443),5/2020,3/2024,Oct-24,{11/2024},690.30 | (929.95) | {929.95},693.41,,,77.5,,
444,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF SINDHREJ VILLAGE (CH. 22.00 TO CH. 48.52) SECTION (NHAI) (N24001444),5/2020,1/2024,Oct-24,{11/2024},882.00 | (N.A.) | {882.00},737.57,,,71.63,,
445,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF VEJALLKA VILLAGE TO START OF DSIR ZONE OF AHMEDAB (NHAI) (N24001445),5/2020,7/2023,Aug-24,{11/2024},691.52 | (903.85) | {903.85},713.63,,,83.5,,
446,CONSTRUCTION OF FOUR LANE EXPRESSWAY FROM START OF DSIR ZONE OF AHMEDABAD DISTRICT TO ADHELAI VILLAG (NHAI) (N24001446),5/2020,12/2023,Aug-24,{11/2024},"894.00 | (1,210.06) | {1,210.06}",873.49,,,80.4,,
447,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 26 (NHAI) (N24001515),9/2020,2/2024,N.A.,{1/2025},"1,542.02 | (N.A.) | {1,542.02}",778.07,,,50.51,,
448,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 27 (NHAI) (N24001516),9/2020,2/2024,Aug-24,{8/2024},"1,185.69 | (N.A.) | {1,185.69}",845.32,,,82.3,,
449,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 30 (NHAI) (N24001518),11/2019,9/2023,N.A.,{10/2024},"1,669.56 | (N.A.) | {1,669.56}",967.79,,,88.12,,
450,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 28 (NHAI) (N24001519),9/2020,11/2023,N.A.,{9/2024},"1,198.55 | (N.A.) | {1,198.55}",802.45,,,85.29,,
451,DELHI VADODARA GREENFIELD ALIGNMENT SECTION OF NH 148N PACKAGE 31 (NHAI) (N24001520),11/2019,5/2024,N.A.,{11/2024},"1,604.06 | (N.A.) | {1,604.06}","1,219.52",,,95.73,,
452,UP-GRADATION TO 4-LANE WITH PAVED SHOULDER OF BHIMASAR JUNCTION OF NH-41 TO ANJAR BHUJ UPTO AIRPORT (NHAI) (N24001785),3/2022,6/2025,N.A.,{6/2025},"1,373.06 | (1,085.00) | {1,373.06}",435.91,,,59.95,,
453,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 103.400 TO KM 128.000 OF VADODARA MU (NHAI) (N24001786),3/2021,3/2024,N.A.,{3/2025},"1,259.00 | (N.A.) | {1,910.00}",137.93,,,15.02,,
454,CONSTRUCTION OF EIGHT LANE ACCESS CONTROLLED EXPRESSWAY FROM KM 217.500 TO KM 254.430 OF VADODARA MU (NHAI) (N24001788),7/2020,12/2023,N.A.,{6/2024},"2,271.86 | (N.A.) | {3,916.00}",518.25,,,74.55,,
455,CONSTRUCTION OF EIGHT LANE EXPRESSWAY FROM KM 190.000 TO KM 217.500 GANDEVA TO ENA SECTION OF VADODA (NHAI) (N24001789),7/2020,8/2023,N.A.,{6/2024},"1,710.30 | (N.A.) | {1,927.00}",362.81,,,68.11,,
456,SANCHORE - SANTALPUR FROM KM 67.000- KM 99.000 OF NH-754K (AJ-RGBS- PACKAGE-3) (NHAI) (N24001790),2/2020,8/2023,Dec-24,{9/2024},752.30 | (N.A.) | {766.20},451.11,,,98.14,,
457,SANCHORE - SANTALPUR FROM KM 4.888 - KM 35.000 OF NH-754K (AJ-RGBS- PACKAGE-1) (NHAI) (N24001791),2/2020,6/2023,Mar-24,{5/2024},606.51 | (N.A.) | {657.00},453.89,,,98.99,,
458,4L OF BAL WORKS OF TALAJA - MAHUVA FROM 54.990 KM. TO 100.450 KM. OF OLD NH-8E (PACKAGE-II) (NHAI) (N24001792),3/2021,9/2022,N.A.,{9/2024},536.03 | (N.A.) | {536.03},445.87,,,98.87,,
459,4L OF BAL WORKS OF MAHUVA TO KAGVADAR FROM 100.450 KM. TO 140.470 KM. OF NH-8E (PKG- III) (NHAI) (N24001793),3/2021,9/2022,N.A.,{9/2024},485.75 | (N.A.) | {485.75},383.09,,,97.71,,
460,SANCHORE - SANTALPUR FROM KM 99.000- KM 130.073 OF NH-754K (AJ- RGBS-PACKAGE-4) (NHAI) (N24001794),2/2020,3/2023,Dec-24,{9/2024},778.15 | (N.A.) | {785.67},539.42,,,99.52,,
461,4L KODINAR - VERAVAL (PACKAGE VI) FROM KM. 222.400 TO KM. 230.00 (KODINAR BYPASS) OF NH-8E (NH 51 NE (NHAI) (N24001827),3/2022,3/2023,N.A.,{7/2024},162.73 | (N.A.) | {162.73},131.79,,,95.3,,
462,UPGRADATION AND STRENGTHENING TO 2 LANE PS FROM KM 95/500 TO KM 129/775 OF NH 168 G IDAR BHILODA SA (MoRTH) (N24002014),9/2022,12/2023,Dec-25,{12/2025},237.28 | (N.A.) | {237.28},0.59,,,0,,
463,UPGRADATION TO 4L PS DIVIDED CARRIAGEWAY FROM PATAN (NEAR RAJPUR) TO GOJARIYA FROM KM 52.000 TO KM 1 (NHAI) (N24002034),12/2021,3/2025,N.A.,{3/2025},"1,181.34 | (1,181.00) | {1,181.34}",320.17,,,47.19,,
464,WIDENING TO 6L OF EXISTING 4L JETPUR - GONDAL - RAJKOT SECTION FROM KM. 117.600 TO KM. 185.00 ON NH- (NHAI) (N24002035),9/2023,9/2025,N.A.,{9/2025},"2,070.44 | (N.A.) | {2,070.44}",168.49,,,11.45,,
465,UPGRADATION OF DHORAJI JAMKANDORNA KALAVAD SECTION OF NH 927D FROM DESIGN CHAINAGE KM 00 TO KM 58.11 (MoRTH) (N24002117),10/2022,2/2024,Feb-26,{2/2026},246.60 | (291.00) | {291.00},29.33,,,15,,
466,UPGRADATION TO TWO LANE WITH PAVED SHULDER CONFIGUARATION FROM KM 00 TO 47 OF NH 351 MAHUVA TO BADHA (MoRTH) (N24002118),12/2022,2/2024,Aug-25,{8/2025},173.06 | (N.A.) | {219.00},0.15,,,0,,
467,FOUR LANING OF BHAVNAGAR-TALAJA SECTION OF NH-8E FROM KM. 7.090 TO KM. 53.585 (DESIGN CH FROM KM. 6. (NHAI) (N24000567),5/2016,8/2019,N.A.,{2/2024},998.18 | (N.A.) | {998.18},802.04,,,100,,
468,FOUR LANING OF KAGAVADAR - UNA SECTION OF NH-8E FROM KM 139.915 TO KM 180.478 (PACKAGE-IV) IN THE ST (NHAI) (N24000569),5/2016,9/2019,May-24,{10/2024},723.64 | (N.A.) | {723.64},559.55,,,95.98,,
468,469,FOUR LANING OF UNA TO KODINAR OF | NH-8E FROM KM. 180.478 TO KM 221.610 | (PACKAGE-V) IN THE STATE OF GU | (NHAI) | (N24000570),5/2016,,,8/2019 | (N.A.) | {10/2024},763.08,N.A.,763.08,507.35,,,95.18
468,470,4-LANNING OF KODINAR TO VERAVAL | SECTION OF NH-8E FROM KM 221.610 | TO KM 263.000 | (NHAI) | (N24000592),7/2016,,,7/2020 | (N.A.) | {10/2024},829.97,N.A.,829.97,457.75,,,92.2
468,471,SIX LANNING FROM KM. 401.200 TO | 494.410 OF NH-8 ON HYBRID ANNUITY | MODE UNDER NHDP-V(PKG VI)REG. | (NHAI) | (N24000649),1/2017,,,12/2020 | (Jun-25) | {6/2025},"1,251.11","1,527.75","1,527.75",683.63,,,83.84
468,472,CONSTRUCTION OF EIGHT LANE | VADODARA KIM EXPRESSWAY FROM | KM 254.430 TO KM 279.000 (KIM TO | ANKLESHWAR | (NHAI) | (N24000834),3/2018,,,10/2021 | (Sep-24) | {9/2024},"1,161.39","1,404.00","1,404.00",418.51,,,39.17
468,473,CONSTRUCTION OF MISSING LINKS | (SINGLE LANE) IN LAKHPAT GADULI | HAJIPIR ODMA KHAVDA DHOLAVIRA | MAUVANA | (MoRTH) | (N24000925),10/2018,,,11/2020 | (Sep-24) | {9/2024},400.76,394.44,394.44,287.39,,,87
URBAN DEVELOPMEN T,474,AHMEDABAD METRO RAIL PROJECT | PHASE 1 | (MEGA) | (N28000122),11/2014,,,12/2018 | (N.A.) | {8/2024},"10,773.00",N.A.,"12,924.55","12,277.42",,,99.76
URBAN DEVELOPMEN T,475,AHMEDABAD METRO RAIL PROJECT | PHASE II | (MEGA) | (N28000137),3/2019,,,3/2024 | (N.A.) | {12/2024},"5,384.17",N.A.,"5,384.17","3,321.18",,,71.4
URBAN DEVELOPMEN T,476,SURAT METRO RAIL PROJECT | (MEGA) | (N28000138),3/2019,,,3/2024 | (N.A.) | {10/2025},"12,020.32",N.A.,"12,020.32","5,290.12",,,51.41
HEALTH AND FAMILY WELFARE,477,"ALL INDIA INSTITUTE OF MEDICAL | SCIENCES AT MANETHI, HARYANA. | (HITES) | (N21000032)",3/2019,,,3/2023 | (Mar-26) | {3/2026},"1,294.34","1,294.34","1,294.34",97.69,,,2.08
HOME AFFAIRS,478,"C/o separate family accommodation (Phase- | I) on EPC basis for SSB at Faridabad | (Haryana)"" | (CPWD FOR MHA) | (N28000147)",1/2020,,,10/2023 | (Jan-25) | {1/2025},166.98,167.00,166.98,98.45,,,87.5
PETROLEUM,479,R and D CAMPUS II AT FARIDABAD | (IOCL) | (N16000375),6/2019,,,12/2022 | (Jul-25) | {7/2025},"2,281.94","3,219.94","3,219.94","1,538.12",,,60.2
PETROLEUM,480,CAPACITY EXPANSION OF PANIPAT | REFINERY FROM 15 TO 25 MMTPA | (IOCL) | (N16000412),2/2021,,,9/2024 | (Dec-25) | {12/2025},"34,627.00","38,231.00","38,231.00","12,865.84",,,70.4
PETROLEUM,481,POLY BUTADIENE RUBBER PLANT AT | PANIPAT | (IOCL) | (N16000458),3/2022,,,3/2025 | (N.A.) | {12/2025},"1,459.00","2,102.79","2,102.79",356.29,,,36.7
RAILWAYS,482,DOUBLING BETWEEN BHIWANI-DOBH | BAHALI | (NWR) | (N22000604),2/2023,,,2/2028 | (N.A.) | {2/2026},471.06,N.A.,471.06,35.94,,,18
RAILWAYS,483,DOUBLING BETWEEN REWARI- | KATHUWAS (27.73 KM) | (NWR) | (N22000606),2/2023,,,6/2027 | (N.A.) | {6/2025},352.41,N.A.,352.41,29.55,,,12
ROAD TRANSPORT AND HIGHWAYS,484,"CONSTRUCTION OF 4-LANE NH-344P- | PACKAGE-4 (FROM KM 0+000 TO KM | 29+600, 29.6KM), STARTING FROM | BAWANA | (NHAI) | (N24001532)",11/2021,,,11/2023 | (Jan-24) | {8/2024},694.00,"1,918.00","1,500.00","1,682.82",,,100
ROAD TRANSPORT AND HIGHWAYS,485,CONSTRUCTION OF 4-LANE GREEN | FIELD DELHI-AMRITSAR-KATRA | EXPRESSWAY (NE-05) FROM JUSSUR | KHERI ON KMP | (NHAI) | (N24001533),11/2020,,,12/2023 | (N.A.) | {10/2024},"1,690.23",N.A.,"2,010.17","1,305.28",,,93.01
ROAD TRANSPORT AND HIGHWAYS,486,CONSTRUCTION OF FOUR-LANE | GREENFIELD DELHI-AMRITSAR-KATRA | EXPRESSWAY FROM JUNCTION WITH | ROHTAK-PANIP | (NHAI) | (N24001534),12/2020,,,1/2024 | (Apr-24) | {9/2024},"1,334.04",N.A.,"1,334.00",974.53,,,93.55
487,4-LANING OF GOHANA-SONIPAT (PKG-2) SECTION FROM KM 40.601 TO KM 78.837 (LENGTH = 38.236KM) OF NH-352 (NHAI) (N24001535),7/2020,7/2022,May-24,{10/2024},"899.00 | (1,882.46) | {1,882.46}","1,123.98",,,91.5,,
488,FOUR LANING OF JIND GOHANA GREENFIELD ALIGNMENT PACKAGE 1 IN THE STATE OF HARYANA UNDER HYBRID ANNUI (NHAI) (N24001536),7/2020,7/2022,N.A.,{10/2024},"817.00 | (1,605.00) | {1,605.00}","1,025.56",,,96.05,,
489,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI- AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-III) F (NHAI) (N24001633),12/2020,12/2023,Feb-24,{9/2024},"1,430.88 | (N.A.) | {1,430.88}","1,015.55",,,95.72,,
490,CONSTRUCTION OF FOUR LANE GREENFIELD PROJECT OF DELHI- AMRITSAR-KATRA EXPRESSWAY (PHASE-I PKG-IV) FRO (NHAI) (N24001634),1/2021,12/2023,Mar-24,{9/2024},"1,306.95 | (N.A.) | {1,306.95}",942.41,,,94.83,,
491,4 LANING OF JAGADHRI TAJEWALA ROAD SECTION OF NH 907 (OLD NH 73A) UNDER NH(O) (PKG 1) IN THE STATE O (NHAI) (N24001635),3/2022,2/2025,N.A.,{2/2025},"1,269.50 | (N.A.) | {1,269.50}",172.00,,,44,,
492,SIX LANNING OF MANDI DABWALI (PUNJAB/HARYANA BORDER)- CHAUTALA ROAD SECTION FROM PROPOSED MANDI DABW (NHAI) (N24001672),1/2021,1/2024,Apr-24,{4/2024},864.27 | (864.00) | {864.27},533.44,,,99.96,,
493,4- LANING OF ROHTAK-JIND SECTION FROM KM. 307+000 TO KM. 347+800 OF NH-71 AND CONNECTING LINK FROM K (NHAI) (N24001673),3/2020,3/2023,Nov-24,{11/2024},510.97 | (N.A.) | {510.97},529.00,,,87.85,,
494,CONSTRUCTION OF GURGAON - PATAUDI - REWARI SECTION OF NH- 352W (DESIGN LENGTH 46.11 KM) AS FEEDER ROU (NHAI) (N24001774),12/2020,11/2023,N.A.,{6/2024},"1,524.03 | (N.A.) | {1,524.03}","1,059.96",,,56.58,,
495,CONSTRUCTION OF PROPOSED REWARI BYPASS (DESIGN LENGTH 14.4 KM) NH-11 AS A FEEDER ROUTE IN THE STATE (NHAI) (N24001775),2/2020,1/2023,Dec-24,{12/2024},808.31 | (N.A.) | {958.00},804.37,,,99.42,,
496,DWARKA EXPRESSWAY PKG-III (DELHI/HR BORDER TO START OF ROB GURUGRAM) (NHAI) (N24001780),1/2018,11/2020,Dec-24,{3/2024},"2,228.00 | (N.A.) | {2,228.00}","1,411.27",,,100,,
497,CONSTRUCTION OF 8LANE EXPRESSWAY NE4 STARTING BEFORE KMP EXPRESSWAY AND ENDS AT CH. 47+000 NEAR KHAN (NHAI) (N24001783),11/2018,9/2021,N.A.,{9/2024},"2,252.75 | (N.A.) | {2,252.75}","1,223.07",,,99.95,,
498,CONSTRUCTION OF EIGHT LANE EXPRESSWAY STARTING AT CH. 47+000 NEAR KHANPUR GHATI AND ENDS AT HARYANA (NHAI) (N24001784),11/2018,9/2021,N.A.,{9/2024},"1,935.61 | (N.A.) | {1,935.61}",856.41,,,99.9,,
499,UPGRADATION OF EXISTING 4 LANE ISMAILABAD-AMBALA SECTION (KM. 0+000 TO KM 42+500) (PART OF AMBALA- KO (NHAI) (N24002037),1/2023,12/2025,N.A.,{12/2025},609.32 | (609.00) | {609.00},53.68,,,18.5,,
500,CONSTRUCTION OF 6-LANE GREENFIELD KARNAL RING ROAD STARTING FROM NH-44 NEAR VILLAGE SHAMGARH (DESIGN (NHAI) (N24002038),11/2022,8/2025,N.A.,{8/2025},"1,691.45 | (1,998.00) | {1,998.00}",590.64,,,40,,
501,CONSTRUCTION OF 6-LANE GREENFIELD AMBALA RING ROAD STARTING FROM JUNCTION WITH SHAMLI-AMBALA SECTION (NHAI) (N24002039),2/2023,10/2025,N.A.,{10/2025},"1,088.64 | (1,178.00) | {1,178.00}",316.25,,,27.23,,
502,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM RANIPUR BARSI (SAHARANPUR DISTRICT) TO ADHOYA (NHAI) (N24002040),4/2022,5/2025,N.A.,{5/2028},"1,554.21 | (N.A.) | {1,554.21}",409.06,,,36.1,,
502,503,DEVELOPMENT OF SIX-LANE ACCESS | CONTROLLED HIGHWAY FROM | ADHOYA MUSALMANA (AMBALA | DISTRICT) TO SADOPUR | (NHAI) | (N24002041),4/2022,,,5/2025 | (N.A.) | {5/2025},"1,491.71",N.A.,"1,491.71",606.10,,,35.22
502,504,CONSTRUCTION OF 4-LANING OF | BHIWANI HANSI ROAD SECTION OF NH | 148B (DESIGN LENGTH 42.934 KM) | UNDER BH | (NHAI) | (N24002042),11/2022,,,12/2025 | (N.A.) | {12/2025},"1,322.13",N.A.,"1,322.13",116.57,,,36.02
502,505,CONSTRUCTION OF 4-LANE | GREENFIELD JALBEHRA - SHAHBAD | SECTION OF NH ? 152G FROM KM 0+000 | TO KM 22+850 | (NHAI) | (N24002043),3/2022,,,6/2025 | (N.A.) | {6/2025},927.22,N.A.,927.22,352.64,,,50.47
502,506,4L AMBALA - KALAAMB FROM KM. -0.800 | TO KM. 33.015 OF OLD NH-72 | (NHAI) | (N24002044),6/2023,,,6/2025 | (N.A.) | {6/2025},629.16,N.A.,629.16,111.00,,,67
502,507,6L ACCESS CONTROLLED HIGHWAY | FROM JN WITH JAITPUR PUSHTA ROAD | TO JN WITH SECTOR 62/65 DIVIDING | ROAD | (NHAI) | (N24002047),5/2020,,,8/2023 | (N.A.) | {9/2024},"1,328.07","2,346.00","2,346.00","1,078.73",,,96.22
502,508,CONSTRUCTION OF GREENFIELD | CONNECTIVITY TO JEWAR | INTERNATIONAL AIRPORT FROM DND | FARIDABAD BALLABHGAR | (NHAI) | (N24002048),7/2022,,,6/2025 | (N.A.) | {6/2025},"2,414.67","2,898.00","2,898.00","1,028.35",,,22.7
502,509,CONSTRUCTION OF 8 LANE DWARKA | EXPRESSWAY (NH-248BB PACKAGE IV | FROM RAIL OVER BRIDGE (ROB) TILL | END P | (NHAI) | (N24000835),3/2018,,,12/2020 | (Dec-24) | {3/2024},"1,484.30",N.A.,"2,182.41","1,237.02",,,100
DEPARTMENT,510,ESTABLISHMENT OF PERMANENT | CAMPUS PHASE 1 OF IIM SIRMAUR | (CPWD EDUCATION) | (N42000008),9/2018,,,6/2022 | (Dec-24) | {4/2024},392.51,N.A.,446.43,292.90,,,87.5
DEPARTMENT,511,CONSTRUCTION OF PERMANENT | CAMPUSES OF CENTRAL UNIVERSITY | OF HIMACHAL PRADESH AT DEHRA | AND DHARAMSHAL | (CPWD) | (N42000011),3/2021,,,8/2022 | (Nov-24) | {11/2024},512.37,512.37,512.37,100.00,,,50
